Size, List.stable_sort, CBN.sort1, CBN.sort2, CBN.sort3, CBN.sortN, CBNAcc.sort1, CBNAcc.sort2, CBNAcc.sort3, CBNAcc.sortN, CBN.sort1 (TMC), CBN.sort2 (TMC), CBN.sort3 (TMC), CBN.sortN (TMC), CBNAcc.sort1 (TMC), CBNAcc.sort2 (TMC), CBNAcc.sort3 (TMC), CBNAcc.sortN (TMC), CBV.sort1, CBV.sort2, CBV.sort3, CBV.sortN, CBVAcc.sort1, CBVAcc.sort2, CBVAcc.sort3, CBVAcc.sortN
275000, 119.296829, 264.984779, 251.871758, 237.189476, 240.009270, 129.307709, 119.866333, 112.006210, 115.407700, 284.367218, 274.925842, 255.072800, 257.809494, 129.307709, 119.866333, 112.006210, 115.407700, 310.263138, 266.062500, 266.506409, 267.666252, 147.059036, 126.427856, 124.733459, 128.074394
300000, 129.596512, 286.887962, 272.582848, 262.810272, 262.624977, 140.353981, 130.054298, 123.899643, 126.672119, 307.821388, 297.521706, 282.654648, 282.046814, 140.353981, 130.054298, 123.899643, 126.672119, 334.682739, 290.792419, 288.853485, 292.917870, 159.731934, 137.225220, 135.846100, 139.620140
325000, 139.896194, 307.485626, 291.988419, 282.568619, 305.547340, 151.328247, 140.170258, 133.818672, 143.984924, 329.793823, 318.635834, 303.818611, 328.627686, 151.328247, 140.170258, 133.818672, 143.984924, 360.386337, 313.887390, 312.047363, 316.275932, 172.344040, 147.961792, 147.412537, 150.669243
350000, 150.195877, 332.178413, 315.489113, 304.564720, 324.934700, 163.402428, 151.386131, 144.707977, 153.633850, 356.289268, 344.272972, 327.401398, 349.406250, 163.402428, 151.386131, 144.707977, 153.633850, 392.231461, 341.267639, 338.764526, 339.505127, 188.698074, 162.440369, 158.758667, 161.501343
375000, 160.495560, 354.329758, 336.448364, 325.269394, 345.919250, 175.041916, 162.167313, 155.310150, 164.055435, 379.942307, 367.067703, 349.549286, 371.899796, 175.041916, 162.167313, 155.310150, 164.055435, 417.167496, 368.587814, 362.002701, 363.965279, 202.169022, 174.035629, 170.368973, 172.019539
400000, 171.726883, 384.574242, 365.500755, 373.627167, 371.479240, 189.190224, 175.457314, 174.186287, 176.031403, 412.486244, 398.753334, 402.118721, 399.400360, 189.190224, 175.457314, 174.186287, 176.031403, 442.850494, 400.674133, 385.105301, 390.458946, 215.036530, 185.027527, 181.098709, 185.986412
425000, 185.459793, 405.226250, 384.960670, 392.816277, 391.162704, 200.235603, 185.644386, 183.546227, 186.099319, 434.510628, 419.919411, 422.711998, 420.457474, 200.235603, 185.644386, 183.546227, 186.099319, 468.731781, 423.834793, 407.319412, 415.618973, 227.677521, 195.792984, 191.604446, 197.948685
450000, 199.192703, 427.930489, 406.472816, 414.273643, 413.047600, 212.074333, 196.624809, 193.870949, 197.097023, 458.767082, 443.317558, 445.759743, 443.897682, 212.074333, 196.624809, 193.870949, 197.097023, 497.956497, 450.400970, 432.531677, 443.516815, 242.614639, 208.854645, 201.450928, 209.579987
475000, 212.925613, 452.709404, 430.059639, 434.055473, 433.468300, 224.687256, 208.379425, 203.825478, 208.071793, 485.283997, 468.976166, 466.945473, 465.667801, 224.687256, 208.379425, 203.825478, 208.071793, 527.413528, 474.270660, 454.826935, 469.058929, 255.349442, 219.713837, 212.066010, 221.235382
500000, 226.658524, 476.391083, 452.549225, 459.669868, 464.716599, 237.064751, 219.898613, 215.669037, 221.501205, 510.580559, 493.414421, 494.527130, 499.461655, 237.064751, 219.898613, 215.669037, 221.501205, 554.867325, 502.580353, 482.411316, 500.397148, 269.544144, 232.032928, 226.795349, 231.547661
525000, 240.309952, 537.345238, 512.311287, 479.462830, 486.452644, 260.983131, 242.958687, 225.648422, 232.448486, 576.825539, 558.801094, 515.722031, 522.738953, 260.983131, 242.958687, 225.648422, 232.448486, 582.906906, 583.416748, 507.502808, 527.586685, 282.919907, 267.565674, 238.542480, 244.101212
550000, 251.181839, 557.255096, 531.029053, 501.651703, 507.314049, 271.200325, 252.317574, 236.609962, 243.419891, 598.120064, 579.237312, 539.514809, 545.013214, 271.200325, 252.317574, 236.609962, 243.419891, 606.955048, 604.459976, 535.324936, 552.020256, 294.118011, 278.032730, 249.467026, 256.159111
575000, 262.053726, 579.413094, 551.994957, 522.058723, 532.004936, 282.462318, 262.721260, 247.168213, 255.395882, 621.834633, 602.093575, 561.328796, 571.520515, 282.462318, 262.721260, 247.168213, 255.395882, 634.687088, 629.208740, 560.532852, 575.702347, 307.612747, 290.796265, 261.239395, 266.920425
600000, 272.925613, 603.593979, 574.983749, 555.404091, 555.280380, 294.474701, 273.875336, 261.546364, 267.152557, 647.753876, 627.154510, 597.383766, 596.441498, 294.474701, 273.875336, 261.546364, 267.152557, 663.269043, 651.816895, 596.024048, 604.097328, 319.463867, 301.916260, 271.692078, 279.183693
625000, 283.797501, 626.223167, 596.420845, 575.260025, 576.487633, 306.133118, 284.675446, 271.574890, 278.520386, 671.950317, 650.492645, 618.643616, 619.054382, 306.133118, 284.675446, 271.574890, 278.520386, 689.301376, 677.885666, 618.612595, 629.915321, 332.228012, 313.949203, 282.370834, 291.049171
650000, 294.669388, 647.170242, 616.175827, 597.312447, 642.928497, 317.531296, 295.215317, 282.485802, 302.711525, 694.261520, 671.945541, 642.287682, 691.530922, 317.531296, 295.215317, 282.485802, 302.711525, 716.187836, 701.711716, 646.156601, 719.642105, 344.688141, 325.678207, 294.825119, 330.995926
675000, 305.541275, 677.017372, 644.830864, 617.729286, 665.229027, 331.269379, 308.095093, 293.085434, 313.414085, 726.409943, 703.235657, 664.106979, 715.488304, 331.269379, 308.095093, 293.085434, 313.414085, 748.958817, 737.441193, 670.039642, 745.533630, 362.865616, 343.124481, 306.701630, 343.370972
700000, 316.413162, 699.058426, 665.679825, 643.849014, 684.338326, 342.836975, 318.804382, 305.445488, 323.249847, 749.947205, 725.914612, 692.192375, 735.922394, 342.836975, 318.804382, 305.445488, 323.249847, 777.707764, 764.018204, 693.673492, 766.797958, 377.396362, 356.924026, 317.517365, 355.045822
725000, 327.285049, 724.858994, 690.288300, 665.147034, 709.405579, 355.795486, 330.904587, 316.338730, 334.992149, 777.582352, 752.691452, 714.976791, 762.893211, 355.795486, 330.904587, 316.338730, 334.992149, 811.078918, 787.304733, 719.812729, 789.822838, 390.690063, 369.486679, 329.418503, 366.142540
750000, 338.156937, 745.880249, 710.117462, 687.846527, 729.100471, 367.253746, 341.504539, 327.827820, 345.259537, 799.969749, 774.220543, 739.277771, 783.934891, 367.253746, 341.504539, 327.827820, 345.259537, 839.251541, 812.428909, 747.718170, 814.065216, 404.338089, 382.403580, 340.737885, 378.349701
775000, 349.028824, 769.109581, 732.154701, 708.786003, 751.905251, 379.659439, 353.051926, 339.023094, 356.600929, 824.745316, 798.137802, 761.609276, 808.377296, 379.659439, 353.051926, 339.023094, 356.600929, 868.464783, 838.596329, 772.590027, 839.535057, 417.797241, 395.131607, 352.095581, 389.931358
800000, 361.763992, 808.885971, 770.738998, 786.954483, 782.851257, 396.702599, 369.236778, 366.693489, 370.458694, 867.769310, 840.303490, 846.991768, 841.764481, 396.702599, 369.236778, 366.693489, 370.458694, 910.208618, 862.369904, 879.128021, 879.734871, 430.072937, 406.676178, 398.818573, 408.627815
825000, 376.069107, 831.410782, 792.071716, 806.357552, 802.663086, 408.351059, 380.026932, 376.216278, 380.638100, 891.847885, 863.523758, 867.806305, 862.952370, 408.351059, 380.026932, 376.216278, 380.638100, 936.096817, 888.310638, 899.853836, 902.454094, 442.762711, 418.634674, 409.006424, 420.527824
850000, 390.374222, 852.736504, 812.205345, 827.807594, 824.603378, 419.968254, 390.785820, 386.552101, 391.680092, 914.560539, 885.378105, 890.844093, 886.449562, 419.968254, 390.785820, 386.552101, 391.680092, 963.354660, 912.714508, 926.364456, 929.376511, 455.355026, 430.495941, 422.118668, 434.814194
875000, 404.679337, 877.868530, 836.145279, 847.714806, 850.397079, 432.567123, 402.526382, 396.655884, 404.188095, 941.483017, 911.442276, 912.151794, 914.141220, 432.567123, 402.526382, 396.655884, 404.188095, 996.674911, 941.166000, 948.315948, 952.726082, 471.727707, 446.137497, 433.458893, 447.300117
900000, 418.984451, 900.538635, 857.623291, 873.111702, 870.740494, 444.771835, 413.872787, 408.331558, 414.823891, 965.648178, 934.749130, 939.508865, 935.871437, 444.771835, 413.872787, 408.331558, 414.823891, 1023.268646, 969.558182, 970.168701, 977.456299, 485.229462, 458.907974, 444.100586, 460.387573
925000, 433.289566, 931.381737, 887.274300, 893.263954, 893.188110, 459.470695, 427.713341, 418.518402, 426.418335, 998.797600, 967.040245, 961.084747, 959.869507, 459.470695, 427.713341, 418.518402, 426.418335, 1050.446091, 1002.676880, 994.728653, 1005.182098, 498.021408, 470.968872, 456.279739, 473.151154
950000, 447.594681, 952.567093, 907.267563, 915.261276, 914.367241, 471.100960, 438.485298, 429.406792, 437.908112, 1021.347969, 988.732307, 984.669060, 982.432831, 471.100960, 438.485298, 429.406792, 437.908112, 1077.838440, 1027.096695, 1020.845490, 1030.072189, 510.699036, 482.915298, 467.619598, 485.925461
975000, 461.899796, 976.485428, 929.993805, 935.891304, 957.946007, 483.723495, 450.249527, 440.165405, 455.148544, 1046.879990, 1013.406021, 1006.709290, 1029.774216, 483.723495, 450.249527, 440.165405, 455.148544, 1108.575882, 1055.339142, 1044.520126, 1053.083817, 525.650284, 497.135345, 479.012375, 497.544205
1000000, 476.204910, 1002.452515, 954.768799, 968.986099, 979.463326, 497.040573, 462.708298, 454.248230, 466.008369, 1074.654221, 1040.321945, 1042.520081, 1052.814034, 497.040573, 462.708298, 454.248230, 466.008369, 1141.280121, 1080.543961, 1087.559662, 1079.161453, 539.088226, 509.842239, 499.366852, 508.944839
